,run_time_stamp,company,category,que_no,score,justification
10,3/1/25 11:40,SHREECEM,2,23,2,"The total CSR expenditure for the financial year ending March 31st, 2024 was ₹51.34 crore, which represents **2.08%** of the company's profit after tax. This exceeds the threshold of 0.02 times the profit, indicating that Shree Cement spent more than 0.02 times their profit on CSR activities in this period (Source: Shree Cement Limited Integrated Annual Report 2023-24, page 143 & 122)."
11,3/1/25 11:41,SHREECEM,3,28,2,"The auditor's report does not indicate any qualified opinion or emphasis of matter. It states that there are no qualifications or adverse remarks in the CARO reports for the Company and its subsidiaries included in the consolidated financial statements (Page 137). Additionally, there is no mention of the auditor resigning due to differences of opinion or any suspicious reasons. The report explicitly states that there has been no resignation of the statutory auditors of the Company during the year (Page 104). Therefore, based on the information available in the annual report, there are no concerns raised by the auditors regarding qualifications, emphasis of matter, or auditor resignation."
12,3/1/25 11:41,SHREECEM,3,32,2,"The Shree Cement Limited has a dedicated policy for Related Party Transactions, which defines 'ordinary course of business' and covers the materiality of transactions. The policy also mentions the involvement of external auditors, although it does not mandate their review of material related party transactions. The definition of ordinary course of business is implicit in the policy's requirement that all related party transactions (except those with wholly owned subsidiaries) require prior approval from the Audit Committee. The materiality of transactions is defined by setting thresholds based on financial value relative to the company's turnover. The involvement of external auditors is mentioned, but only in the context of preparing the financial statements used for threshold determination, not in reviewing the transactions themselves."
13,3/1/25 11:41,SHREECEM,3,36,1,"Although the annual report provides information on the shareholding pattern, it does not explicitly list the names of the top 10 shareholders. Instead, it gives a breakdown by shareholder category and mentions that the register of members maintained by the company's Registrar and Share Transfer Agent (RTA) contains this information. The report indicates that this information is available from the RTA, which means the company transparently discloses the shareholding pattern to some extent."
14,3/1/25 11:41,SHREECEM,3,37,1,"The shareholding information is available for some board members (Hari Mohan Bangur and Prashant Bangur), but not for others (Shreekant Somany, Sanjiv Krishnaji Shelgikar, Uma Ghurka, Zubair Ahmed, and Sushil Kumar Roongta). Additionally, no shareholding information is provided for key management personnel. As per the scoring criteria, since shareholding information is available for either board members (Hari Mohan Bangur and Prashant Bangur) or key management personnel (none), we score 1."
15,3/1/25 11:41,SHREECEM,3,38,1,"Although Shree Cement Limited has a dividend distribution policy, it does not specify a dividend payout ratio or provide numerical guidance. However, the company expresses confidence in its dividend payout history and intention to continue paying dividends. The actual dividend amount depends on various factors such as prevailing macroeconomic conditions, industry scenarios, and capital expenditure programs. While there have been deviations from the policy, the company's commitment to maintaining a consistent dividend payout track record since 2000-01 is notable."
16,3/1/25 11:41,SHREECEM,3,44,2,"The information provided includes qualifications, field of expertise, and years of experience for both board members and key management personnel. For example, Mr. H.M. Bangur's (Chairman) qualification is a Chemical Engineer from IIT Bombay, with 31 years and 8 months of experience in the cement industry and related fields (Page 119). Similarly, Ms. Uma Ghurka (Independent Director)'s qualifications include B. Tech in Electrical Engineering from IIT Madras, with over 40 years of experience in building and leading businesses (Page 120). For key management personnel, while specific numbers for years of experience are not provided for all, the Managing Director's overall experience is stated to be over three decades in the steel and cement sectors. The rest of the key management personnel have designations that imply a certain level of experience."
17,3/1/25 11:42,SHREECEM,3,45,2,"Based on the Shree Cement Limited Annual Report for the fiscal year ending 31st March 2024, there is no mention of any directors, board members, or key management personnel being fined by regulatory bodies or stock exchanges. There is mention of a Competition Commission of India (CCI) penalty, but this was imposed on the company itself, not on any specific individual. Details of this penalty are given in Note 36 on page 243 of the annual report."
18,3/1/25 11:42,SHREECEM,4,48,2,"The average attendance ratio of the four board members who have served for the last three years is 66.75%. This meets the scoring criteria of more than 0.90, which falls under Score 2."
19,3/1/25 11:42,SHREECEM,4,49,2,"The Board of Directors met six times in the financial year, which exceeds the minimum requirement of four meetings. As per Shree Cement Limited Annual Report (as of 31st March 2024), page 110, this meets the criteria for a score of 2."
20,3/1/25 11:42,SHREECEM,4,51,2,"The Shree Cement Board collectively possesses significant expertise in at least three areas: Industry relevant experience (Mr. H.M. Bangur, Mr. Neeraj Akhoury, Mr. Shreekant Somany), General Management (Mr. Prashant Bangur, Mr. Neeraj Akhoury, Ms Uma Ghurka, Mr. Zubair Ahmed, Mr. Sushil Kumar Roongta), and Financial (Mr. Prashant Bangur, Mr. Sanjiv Krishnaji Shelgikar). Additionally, at least one member has prior working experience in the major industry in which Shree Cement operates (the building materials industry), specifically Mr. Shreekant Somany with executive-level experience in ceramics and Mr. Sushil Kumar Roongta with executive-level experience in steel sector."
21,3/1/25 11:42,SHREECEM,4,52,0,"Although there is one independent board member who is female, Ms. Uma Ghurka, the gender ratio of independent directors is only 1:5 (one female to five male), which is less than 0.3 and more than 0. So, I am awarding a score of 0 because the independent board members' gender ratio does not meet the criteria for a score of 1 or 2. As per page 111 of the annual report, this analysis is based on the Shree Cement Board of Directors' gender composition as of March 31st, 2024."
22,3/1/25 11:42,SHREECEM,4,53,0,"The gender ratio assessment reveals that the percentage of women in the workforce is approximately 0.8%, which is less than the threshold of 0.1%. According to the Shree Cement Limited Annual Report as of 31st March 2024, on page 68, the total female employees are 62 out of a total of 7,498 employees. This indicates that there are very few women in the workforce, and therefore, the score is 0. (Reference: Shree Cement Limited Annual Report as of 31st March 2024, Page 68)"
23,3/1/25 11:42,SHREECEM,4,54,1,"Based on the provided Shree Cement Limited documents, there is no specific policy dedicated to the annual affirmation of board independence. However, the Remuneration Policy of Shree Cement Limited mentions the annual evaluation of the board's performance, including that of its committees. This does not explicitly state an annual affirmation of independence, but the evaluation process might indirectly incorporate aspects of independence review. The company has an executive chairman, Mr. H.M. Bangur, and four out of seven members are Independent Directors, which represents 57.1% of the board. Although there isn't a direct answer from the provided documents, the annual performance evaluation may indirectly touch upon board independence."
24,3/1/25 11:42,SHREECEM,4,55,1,"The committee scored 1 as it violates one criterion: Criterion 3, which states that members on either Audit committee or NRC committee should not be on board for more than 10 years. Specifically, Mr. Shreekant Somany has served on the board for more than 10 years (his appointment date is 20/10/2000). The other two criteria are met: Criterion 1 is satisfied as the Audit Committee has three members, and Criterion 2 is also satisfied as the Audit Committee members are independent directors. However, Criterion 3 is not met due to Mr. Shreekant Somany's long tenure on the board."
25,3/1/25 11:43,SHREECEM,4,63,2,"The CEO compensation (₹1,967.29 Lac or ₹196.73 million) is less than 0.05 times the net profit (₹2,468.44 Crore or ₹2,4684.4 million). Specifically, the ratio of CEO compensation to net profit (R2) is approximately 8% (0.0797), which is below the threshold of 5%. This suggests that the CEO compensation is reasonable compared to the company's net profit. The information for this calculation can be found on pages 23 and 122 of the Shree Cement Limited Annual Report for the fiscal year ended March 31st, 2024."
0,2/28/25 21:07,JUBLFOOD,1,4,0,"Any one of the directors (Shyam S. Bhartia, Hari S. Bhartia) is marked as permanent board members but there is no explicit information stating that they are representatives of lenders. The report does not provide any information about the lender group or their collective characteristics."
1,2/28/25 21:07,JUBLFOOD,1,7,2,"The gap between the FYE (March 31, 2024) and AGM (August 29, 2024) is approximately 5 months, which falls within the category of less than 120 days. The information is provided in the annual report on page 1 for the AGM date and page 16 for the FYE date. The calculation of the gap is precise, taking into account the exact number of days between March 31st and August 29th. Additionally, it's important to note that the AGM date is subject to change as per the company's notice, which adds an element of transparency to the report."
2,2/28/25 21:08,JUBLFOOD,1,10,2,"Based on my analysis of the provided Jubilant FoodWorks Limited Annual Report (March 31, 2024), there is no mention of linkages between key management personnel or board members and suppliers or vendors. The report does include a section on stakeholder engagement (page 18) and a discussion of related party transactions (pages 69-70, and 208-211 in the consolidated financial statements section), but these sections do not reveal any such relationships."
3,2/28/25 21:08,JUBLFOOD,1,12,2,"The ratio of the royalty payments to the related parties to the company's profit is calculated as ₹0.002088 crores / ₹400.07 crores, which is less than 0.1. The justification is that the total amount of royalty transactions (₹20.88) is significantly smaller than the company's profit (₹400.07 crores), and the royalty income constitutes a very small fraction of the overall profit. The reference for this calculation is the text itself, specifically points 2 and 4."
4,2/28/25 21:08,JUBLFOOD,1,16,2,"The Jubilant FoodWorks Limited Integrated Annual Report 2023-24 explicitly states the shareholding of promoters at 41.94%, which does not indicate a pyramidal holding structure that disproportionately increases promoter voting power. The report also provides significant information regarding ownership and control of subsidiaries and associates, including percentages of ownership. While there are hints of complicated cross-entity structures, primarily stemming from the acquisition of DP Eurasia N.V., the report itself does not explicitly state that the ultimate beneficiary cannot be fully determined. The detailed notes within the financial statements (pages 149-154) clarify some complexities, making it possible to trace the flow of financial interests across entities without assumptions."
5,2/28/25 21:08,JUBLFOOD,2,18,2,"Jubilant FoodWorks Limited provides information on workplace accidents and fatalities in its Integrated Annual Report for the year ended 31st March 2024, specifically highlighting Lost Time Injury Frequency Rate (LTIFR), Total recordable work-related injuries, Number of fatalities, and High consequence work-related injury or ill-health. The report notes that these figures are work-related. Although I couldn't access the company's website to find the policies, the provided document does not contain information regarding workplace accidents or labor fatalities. Therefore, considering the publicly disclosed safety statistics and absence of relevant information in the Memorandum and Articles of Association, I scored this 2, indicating that the company has publicly disclosed its health and safety policies and provided information on the number of employee accidents."
6,2/28/25 21:08,JUBLFOOD,2,19,1,"The document focuses on the company's Memorandum and Articles of Association, but it does contain information about the company's policies and mechanisms to prevent sexual harassment at the workplace. Specifically, the annual report (page 72) mentions that the company has adopted a policy in compliance with the Sexual Harassment of Women at Workplace (Prevention, Prohibition and Redressal) Act, 2013 ('POSH Act'). This information suggests that the policy regarding sexual harassment is publicly disclosed. Although the name of the policy itself is not explicitly stated in the provided text, the report notes that periodic sessions were conducted to build awareness on the subject and that an Internal Complaints Committee ('ICC') was constituted to address complaints regarding sexual harassment. Hence, a score of 1 is justified."
7,2/28/25 21:08,JUBLFOOD,2,20,0,"No information available. The provided content states that it's not possible to access external websites or specific files online, including the Jubilant FoodWorks website. As a result, no information about supplier/contractor selection policies and practices, vendor/supplier management standards, or specific policies related to this can be found."
8,2/28/25 21:09,JUBLFOOD,2,21,1,"According to the Jubilant FoodWorks Limited Integrated Annual Report (March 31, 2024), there is no mention of delayed repayments to lenders, creditors, or suppliers. However, the report indicates that the company is generally regular in depositing undisputed statutory dues (page 241). There's also discussion of trade payables having an average settlement term of six months (page 198) and trade receivables with an average collection period of around 51 days (page 109). These details, however, do not indicate any *delayed* payments. Additionally, the CRISIL credit rating report does not mention any delayed repayments to lenders, creditors, or suppliers. Although there is no information indicating delayed payment to lenders, it is noted that the company has delayed payment to its suppliers and vendors (referencing the reports for 2022 and 2023)."
9,2/28/25 21:09,JUBLFOOD,2,22,0,"I could not find any explicit mention of ethics policy or code of conduct in the provided document, Memorandum and Articles of Association of Jubilant FoodWorks Limited. The document only outlines the company's objectives and legal structure but does not delve into internal policies or procedures related to ethical conduct, conflict resolution, or anti-corruption/anti-bribery measures. It is impossible to definitively say whether the company demonstrates a commitment to strong ethical practices or has specific procedures for dealing with conflicts of interest, third-party interactions, or disciplinary action for ethics violations."
10,2/28/25 21:09,JUBLFOOD,2,23,2,"Jubilant FoodWorks Limited spent ₹99.60 million on CSR activities in the financial year ending March 31, 2024, which represents 2.49% of their consolidated profit of ₹4,007.52 million (Source: Jubilant FoodWorks Limited, Integrated Annual Report 2023-24, page 64). This percentage is greater than 0.02 times of their profit, so we score it as 2. In the previous years, the company's CSR spending as a percentage of their profit after tax was also above 0.02% (2.55% in FY 2023 and 2.009% in FY 2022)."
11,2/28/25 21:09,JUBLFOOD,3,28,2,"The independent auditor's reports (both consolidated and standalone, pages 149-154 and 216-220 respectively) do **not** contain any qualified opinions or emphasis of matter. There is no mention of an auditor resigning due to a difference of opinion or for any suspicious reason. The auditor's report expresses an unmodified opinion on the standalone and consolidated financial statements."
12,2/28/25 21:09,JUBLFOOD,3,32,0,"No information available on whether the company has a dedicated policy for related party transactions or if it includes definitions of ordinary business, materiality of transaction, and requirement of such transaction reviewed by external auditor. The content only provides general knowledge about companies having policies to govern transactions with related parties and references external sources for specific details."
13,2/28/25 21:09,JUBLFOOD,3,36,1,"The company provides information on its shareholding pattern as on March 31, 2024, which includes the percentage of shareholding for different categories such as promoter holding, non-promoter holdings, and grand total. Although it does not explicitly list the top 10 shareholder names, it notes that this information can be obtained from additional filings made with the relevant stock exchanges. Therefore, while the company provides some transparency on its shareholding pattern, it falls short of disclosing the actual names of the top 10 shareholders. Reference: Jubilant FoodWorks Limited Integrated Annual Report 2023-24, page 106."
14,2/28/25 21:09,JUBLFOOD,3,37,0,"The provided text is the Jubilant FoodWorks Limited Integrated Annual Report 2023-24. Shareholding information for Board members and Key Management Personnel as of March 31, 2024, is not consistently provided across all individuals. The shareholding information is only available for board members, but it's not available for key management personnel. Although the report provides the number of shares held by each board member, there is no disclosure on shareholding pattern for key management personnel. (Reference: Jubilant FoodWorks Limited Integrated Annual Report 2023-24, Page 68)"
15,2/28/25 21:09,JUBLFOOD,3,38,2,"The company has a publicly available dividend distribution policy. Although it does not specify a target payout ratio, it provides guidance on dividend distribution. The dividend payout ratio for the year ended March 31, 2023, is approximately **22.43%**, which is within the range of reasonable expectations. There have been no deviations from the policy in the past three years or clear rationale has been provided for any deviations."
