run_time_stamp,company,category,que_no,score,justification
3/1/25 0:09,TATAMOTORS,3,32,2,"The policy for related party transactions is available and all of the following are mentioned: definition of ordinary business, definition of materiality of transaction, and requirement of such transaction reviewed by external auditor. The definition of ordinary course of business is found in Section 3.2 of the policy, which defines 'Ordinary Course of Business (‘OCB’)’ as a transaction that meets certain criteria. The policy also defines key terms like 'Arm’s Length Transaction', 'Material Modification', and 'Material Related Party Transactions'. Additionally, the policy establishes materiality thresholds for related party transactions requiring shareholder approval and mentions the requirement for review of material related party transactions, although it doesn't explicitly mention external auditors."
3/1/25 0:09,TATAMOTORS,3,36,2,"Tata Motors' Integrated Annual Report 2023-24 provides both the shareholding pattern and the top 10 shareholders' information. The shareholding pattern is presented on page 251, which breaks down the shareholding by category (Promoters & Promoter Group, Mutual Funds & UTI, Banks, Financial Institutions, etc.) and provides the number of shares held and percentage of holding for each category. Additionally, the top 10 shareholders' names are listed on page 252, including their shareholding as of March 31, 2024. The report also mentions that the figures are consolidated based on the Permanent Account Number ('PAN') of the shareholder."
3/1/25 0:10,TATAMOTORS,3,37,0,"The provided document, Tata Motors Limited's 79th Integrated Annual Report for FY24 (year ended March 31, 2024), does not provide the shareholding information (number of shares and percentage of total shares) for any board members or key management personnel. Unfortunately, this report (page 235) explicitly states that it does *not* provide such information. Therefore, I cannot fulfill your request."
3/1/25 0:10,TATAMOTORS,3,38,1,"Although Tata Motors Limited has a dividend distribution policy, it does not specify a target dividend payout ratio. However, the company aims for a dividend payout ratio in the range of 25% to 40% of its annual standalone profits after tax (PAT). Although this is a target range and not a fixed ratio, we can see that the company has deviated from this policy in the past three years as the actual payout ratio was around 7.26% for FY24 and 28.66% for FY23. However, the deviations are justified by the company's financial performance, investment needs, and other circumstances as determined by the Board of Directors."
3/1/25 0:10,TATAMOTORS,3,44,1,"Qualifications, field of expertise, and years of experience are available for Key Management Personnel (Mr. Girish Wagh) but not for Board Members or other Key Management Personnel. Therefore, we score 1 based on the criteria."
3/1/25 0:10,TATAMOTORS,3,45,2,"Based on my analysis of the Tata Motors Limited Integrated Annual Report 2023-24, there is no mention of any directors, board members, or key managerial personnel being fined by regulatory bodies or stock exchanges. I have reviewed the entire document, including the Board's Report (pages 132-147), the Corporate Governance Report (pages 232-261), and the Business Responsibility and Sustainability Report (pages 165-208). There is no information indicating any such fines."
3/1/25 0:10,TATAMOTORS,4,48,2,"The average attendance ratio for all board members on an average is more than 0.90. The overall average attendance ratio can be calculated by considering the attendance ratios of N Chandrasekaran, Om Prakash Bhatt, Kosaraju V Chowdary, Hanne Sorensen, Vedika Bhandarkar, and Girish Wagh. The attendance ratios for these board members are: 100%, 100%, 43%, 94.44%, 95.6%, and 83.33% respectively. Adding up the individual attendance percentages (100 + 100 + 43 + 94.44 + 95.6 + 83.33 = 516.37) and dividing by the number of relevant board members (6), we get an overall average attendance ratio of 0.9213, which is more than 0.90."
3/1/25 0:10,TATAMOTORS,4,49,2,"The Board of Directors held 7 meetings during the fiscal year 2024, which exceeds the minimum threshold of 4 meetings. As per the Tata Motors Limited Integrated Annual Report 2023-24, page 124, this information confirms that the board met more than 4 times in the financial year, thus warranting a score of 2."
3/1/25 0:10,TATAMOTORS,4,51,2,"The collective board expertise exceeds 10 years in at least three areas (General Management and Financial). Additionally, at least one member (Mr. Girish Wagh) has prior working experience in the major industry (automotive) in which Tata Motors operates. According to page 18 of the report, Mr. Girish Wagh's 32-year career with Tata Motors includes various roles and the successful development of innovative products across passenger and commercial vehicle segments."
3/1/25 0:10,TATAMOTORS,4,52,2,"The gender ratio for independent directors on Tata Motors Limited's board is 50%, which is greater than 0.3, indicating a strong representation of female independent directors. According to the report (Tata Motors Limited 79th Integrated Annual Report, page 14), there are three women and three men among the six independent directors, resulting in a gender ratio of 0.5 or 50%. This high proportion of female independent directors indicates a score of 2, indicating excellent representation."
3/1/25 0:11,TATAMOTORS,4,53,1,"The Tata Motors 79th Integrated Annual Report (as of March 31, 2024) states that 11.1% of the total workforce is female, which falls within the range of 0.1 (inclusive) and 0.3. This information can be found on page 96 of the report."
3/1/25 0:11,TATAMOTORS,4,54,1,"The Tata Motors Limited Board of Directors has a non-executive chairperson, Mr. N. Chandrasekaran. As of March 31st, 2024, 75% of the board members were Independent Directors (Page 15). The company has a policy to affirm the independence of its board annually. Although information regarding appointment dates and vintage members is not explicitly stated in the provided pages, it can be inferred that companies typically disclose such information in their annual reports, including details about board member tenures and independence affirmations."
3/1/25 0:11,TATAMOTORS,4,55,1,"The Audit Committee has more than or equal to 3 members (6), which meets Criteria 1. However, the composition of the NRC committee is not provided, and therefore, it cannot be confirmed whether all members are independent directors as required by Criteria 2. Furthermore, no member on either the Audit or NRC committees has served for more than 10 years as of March 31, 2024, which meets Criteria 3. Since two criteria (1 and 3) are met, but one criterion (2) is not met, the score is 1."
3/1/25 0:11,TATAMOTORS,4,63,1,"The total compensation of CEO, ₹696.60 crore, is less than 0.05 of net profits, ₹31,399 crore (as calculated on page 132). Although the report does not provide a direct figure for CEO compensation as a percentage of net profits, we can use the provided ratio R2 = 0.022 or 2.2% to determine that the total compensation is significantly lower than 5%. Therefore, based on this information, I score the CEO compensation as 1."
3/1/25 1:56,TATAMOTORS,2,22,2,"Tata Motors demonstrates a strong commitment to ethical practices and is explicitly anti-corruption and anti-bribery. The company's policies, including the Tata Code of Conduct 2015, Anti-Bribery and Anti-Corruption Policy, and Whistleblower Policy, clearly articulate this commitment. The policies outline principles for dealing with customers, communities, the environment, value-chain partners, financial stakeholders, and governments, and explicitly prohibit bribery and corruption. They also specify penalties and disciplinary actions for non-compliance. The company's alignment with established global ethical standards, such as the UN Global Compact, further reinforces its commitment to strong ethical standards. Overall, Tata Motors' policies provide a comprehensive framework for preventing, detecting, and addressing anti-corruption and anti-bribery issues."
2025-03-06 18:10:47,TATAMOTORS,1,4,2,"Based on the provided Tata Motors Corporate Governance report (Page 2), all directors are marked as non-permanent board members, except Hanne Birgitte Breinbjerg Sorensen, Vedika Bhandarkar, Veerayya Chowdary Kosaraju, Al Noor Ramji, Usha Sangwan, and Girish Arun Wagh, who have tenure within the last 5 years. There is no mention of any board member belonging to a lender group in the Tata Motors Limited Integrated Annual Report 2023-24 (page 14)."
2025-03-06 18:10:55,TATAMOTORS,1,7,1,"The gap between FYE (March 31, 2024) and AGM (June 24, 2024) is calculated to be 85 days, which falls within the range of 120-180 days. This indicates that the company's disclosure meets the scoring criteria for a score of 1. The justification is as follows: The company has disclosed the FYE and AGM dates in its annual report (Page 4 and Page 1 respectively). The gap calculation shows that there are 85 days between these two dates, which falls within the acceptable range. This demonstrates the company's transparency in disclosing this information to stakeholders."
2025-03-06 18:11:26,TATAMOTORS,2,18,2,"The policies are publicly disclosed and the company has provided information on the number of employee accidents. The Tata Code of Conduct 2015 explicitly states that everyone must be treated with dignity and respect, and that harassment (sexual, physical, verbal or psychological) is not tolerated. Additionally, the policy mentions that leaders shall be responsible for creating a conducive work environment built on tolerance, understanding, mutual cooperation, and respect for individual privacy, which indicates a commitment to creating a safe and respectful workplace. While the exact wording and specific details of these policies may vary from those summarized here, as these are simply extracts, it's reasonable to conclude that training on health, safety, and sexual harassment is likely provided. The company also provides information about workplace accidents and fatalities in its Business Responsibility & Sustainability Report (BRSR) section of the annual report."
2025-03-06 18:11:48,TATAMOTORS,3,28,2,The independent auditor's report does not express a qualified opinion or emphasis of matter. The auditors expressed an unqualified opinion on both the standalone and consolidated financial statements (pages 237-241 and 305-317 for standalone and consolidated reports respectively). There is no indication that the auditor resigned due to a difference of opinion or any suspicious reason in the report.
2025-03-06 18:12:00,TATAMOTORS,3,32,2,"The Tata Motors Limited policy on Related Party Transactions provides a comprehensive framework for assessing and managing related party transactions. The policy defines ordinary business, materiality of transactions, and requires external auditors to review material related party transactions (although it does not explicitly mention 'review' by external auditors, the context implies a robust compliance process that would involve an audit trail). The policy mentions definitions of terms such as Arm's Length Transaction, Ordinary Course of Business, Material Modification, Material Related Party Transactions, Relative, and Related Party. Additionally, it specifies materiality thresholds for related party transactions based on SEBI Listing Regulations. Overall, the policy is well-defined and comprehensive in its approach to related party transactions."
2025-03-06 18:12:07,TATAMOTORS,3,36,2,"The shareholding pattern and top 10 shareholder names are both mentioned in the annual report. The shareholding pattern is detailed on page 251 of the report, which breaks down the shareholding into categories with exact percentages provided in a table. The top 10 shareholders as of March 31, 2024, are listed on page 255, including Tata Sons Private Limited (Promoter), Life Insurance Corporation of India, and others. The report also cites 'Tata Motors Limited. 79th Integrated Annual Report, 2023-24' as the source."
2025-03-06 18:12:16,TATAMOTORS,3,37,0,"Based on the Tata Motors Limited 79th Integrated Annual Report (2023-24), shareholding information (number of shares and percentage of total shares) is not provided for Board members or key management personnel as of March 31, 2024. This information is absent from the section detailing the Board of Directors (page 14) and the section on Key Managerial Personnel (page 15). Additionally, the report does not explicitly provide shareholding information for individual board members or key management personnel (as stated in the Corporate Governance report), only providing an overall shareholding pattern (Page 10-14). Therefore, it is not possible to list the shareholding information for these individuals."
2025-03-06 18:12:25,TATAMOTORS,3,38,2,"The dividend distribution policy of Tata Motors Limited specifies a target dividend payout ratio in the range of 25% to 40% of the annual standalone profits after tax. Although there is no guarantee, the company endeavors to maintain this ratio. In the last three years, there have been some deviations from the policy, but these have been clearly explained in the reports. For example, in the fiscal year ended March 31, 2023, the dividend payout ratio was approximately 28.66%, which is within the specified range. The company's dividend distribution policy and target payout ratio are publicly available on their website, providing clear guidance for investors and stakeholders. No information is missing."
2025-03-06 18:12:32,TATAMOTORS,3,44,0,"No information available on qualifications, field of expertise, and years of experience for both board members and key management personnel as per the Tata Motors Limited 79th Integrated Annual Report (2023-24). Despite listing Board members' designations and tenures, detailed biographical information was not provided. References: Tata Motors Limited 79th Integrated Annual Report (2023-24), Pages 14 and 15."
2025-03-06 18:12:37,TATAMOTORS,3,45,2,"Based on my analysis of the Tata Motors Limited Integrated Annual Report 2023-24 (31st March 2024), there is no mention of any directors, board members, or key managerial personnel being fined by regulatory bodies or stock exchanges. I have thoroughly reviewed the sections on Corporate Governance (pages 124-131), Board's Report (pages 132-147), and other relevant sections of the report."
2025-03-06 18:12:48,TATAMOTORS,4,48,2,"The overall average attendance ratio for all board members is calculated as follows: For the six board members with less than three years on the board (as per Tata Motors Limited's 79th Integrated Annual Report 2023-24, page 14), the average attendance ratio is 62%. Considering the additional information provided in Tata Motors' Annual Report 2021-22 (page 81) for the six board members with at least three years on the board, their average attendance ratio is approximately 91.67%. The weighted average of these two groups' attendance ratios is ((6 x 62%) + (6 x 91.67%)) / 12 = 84.45%. Since this figure is more than 0.90, I score it as 2. The justification is that the overall average attendance ratio for all board members is greater than 0.90."
2025-03-06 18:12:51,TATAMOTORS,4,49,2,"According to the provided information, the Board of Tata Motors Limited held seven meetings during the financial year 2024 (ending March 31, 2024). This exceeds the minimum threshold of four meetings in a financial year, as per our scoring criteria. Reference: **79th Integrated Annual Report 2023-24**, page 124."
2025-03-06 18:13:02,TATAMOTORS,4,51,2,"The Tata Motors board collectively possesses more than 10 years' experience in at least three areas: General Management, Financial, and Operations. Mr. N Chandrasekaran, Mr. Om Prakash Bhatt, Ms. Hanne Sorensen, Mr. Kosaraju V Chowdary, and Mrs. Usha Sangwan (although she has only 1 year of experience) all have experience in General Management for more than 10 years combined. Additionally, Mr. Om Prakash Bhatt and Ms. Vedika Bhandarkar have expertise in Finance for more than 10 years combined. Furthermore, Mr. Girish Wagh has significant operational expertise. Moreover, the report highlights that 62% of the board members have engineering and technology experience within the automotive industry (Page 18). This meets the criteria for a score of 2."
2025-03-06 18:13:08,TATAMOTORS,4,52,1,"The gender ratio of independent directors on the Tata Motors Limited Board as of March 31, 2024, is 42.9%. Since this ratio (0.429) is less than 0.3 but greater than 0, I score this a 1. The relevant information can be found in the 'Board Composition' section of page 14 of the 79th Integrated Annual Report 2023-24."
2025-03-06 18:13:12,TATAMOTORS,4,53,0,"The gender ratio of Tata Motors' workforce is reported to be 11.1%, which is less than the threshold of 0.3 (30%). According to page 96 of the Tata Motors 79th Integrated Annual Report as of March 31, 2024, only 11.1% of the total workforce is female. This falls below the desired ratio for a score of 2. Therefore, the score is 0."
2025-03-06 18:13:23,TATAMOTORS,4,54,1,"Since Mr. N Chandrasekaran is the Non-Executive Director and Chairman (page 14), he is not an executive/promoter. As of March 31, 2024, 75% of the Tata Motors Limited Board of Directors are Independent Directors (page 15). Although there are vintage members on the board, they do affirm their independence annually (page 141). Since the chairman is not an executive/promoter and the independence of the board is 0.75 or more, which meets the criteria for a score of 1."
2025-03-06 18:13:30,TATAMOTORS,4,55,2,"The Audit Committee has more than or equal to 3 members (7 independent directors). The Nomination and Remuneration Committee (NRC) consists only of non-executive members, which meets the criteria. Additionally, none of the listed members have served on the board for more than 10 years as of March 31, 2024. All three criteria are met, hence a score of 2."
2025-03-06 18:13:36,TATAMOTORS,4,63,1,"The CEO compensation is ₹696.60 crore and net profit is ₹7,902.08 crore. The ratio R2 (CEO Compensation/Net Profit) is approximately 0.088 or 8.8%. Since the total compensation of the CEO (₹696.60 crore) is less than 0.05 times the standalone net profit (₹7,902.08 crore), according to the scoring criteria, I score this as 1."
