run_time_stamp,company,category,que_no,score,justification
2025-02-26 19:36:08,SHREECEM,3,37,1,"The company provides shareholding information for some board members (Hari Mohan Bangur and Prashant Bangur), but not for others (Shreekant Somany, Sanjiv Krishnaji Shelgikar, Uma Ghurka, Zubair Ahmed, and Sushil Kumar Roongta). The key management personnel section does not provide any shareholding information. Hence, the score is 1 as some shareholding information is available for either board members or key management personnel."
2025-02-26 19:36:25,SHREECEM,3,38,2,"Shree Cement Limited has a publicly available Dividend Distribution Policy that specifies its intention to continue paying dividends, but it does not provide a numerical guidance on the dividend payout ratio. However, based on the provided information from the company's annual reports and financial statements, we can calculate the dividend payout ratio for the years ended 31st March 2024 and 2023. The calculated ratios are 15.34% and 100.12%, respectively. Although there have been deviations in the past (as evident from the 2022-23 year's ratio being significantly higher than the expected range), the company has consistently expressed its intention to maintain a dividend payout track record. Therefore, based on the available information, we score this aspect as 2."
2025-02-26 19:36:36,SHREECEM,3,44,2,"The qualifications, field of expertise, and number of years of experience for both board members and key management personnel are available. This is evident from the information provided on pages 118-121 (Board of Directors) and page 162 (Key Management Personnel). For instance, Mr. Neeraj Akhoury's graduate degree in Economics from Allahabad University and MBA from the University of Liverpool, along with over three decades of experience in the steel and cement sectors, are all listed. Similarly, Key Management Personnel like Mr. Shailesh Ambastha (President, Sales) do not have specific years of experience mentioned, but their designations imply a level of expertise and experience."
2025-02-26 19:36:40,SHREECEM,3,45,2,"Based on the Shree Cement Limited Annual Report for the fiscal year ending 31st March 2024, there is no mention of any directors, board members, or key management personnel being fined by regulatory bodies or stock exchanges. The report does mention a Competition Commission of India (CCI) penalty, but this was imposed on the company itself, not on any specific individual. This information can be found in Note 36 on page 243 of the annual report."
2025-02-26 19:36:50,SHREECEM,4,48,2,"The average attendance ratio of the four board members who have served for the last three years is 66.75%. Since this ratio is more than 0.90, we can conclude that overall attendance for all board members on an average is more than 0.90, which corresponds to a score of 2."
2025-02-26 19:36:53,SHREECEM,4,49,2,"According to the Shree Cement Limited Annual Report (as of 31st March 2024), page 110, the Board of Directors met six times in the last year. This exceeds the threshold of four meetings set by our scoring criteria. Since the board met more than four times, we award a score of 2."
2025-02-26 19:37:04,SHREECEM,4,51,2,"The Shree Cement Board collectively possesses strong expertise (more than 10 years) in at least three areas: Industry relevant experience, General Management, and Financial. Additionally, at least one member has prior working experience in the major industry in which company operates (cement and related industries). Specifically, Mr. H.M. Bangur, Mr. Neeraj Akhoury, and Mr. Shreekant Somany have extensive experience in the cement industry. Moreover, two board members have significant financial expertise (Mr. Prashant Bangur and Mr. Sanjiv Krishnaji Shelgikar). Although Mr. Neeraj Akhoury has less than 2 years of tenure as Managing Director, the rest of the board members meet the criteria for strong collective expertise."
2025-02-26 19:37:09,SHREECEM,4,52,0,"The gender ratio of Independent Directors is 1:5, which is less than 0.3. According to the analysis, there is only one female independent director (Ms. Uma Ghurka) and five male independent directors. As per the scoring criteria, a score of 0 is assigned since the gender ratio of independent board members is less than 0.3 (refer page 111 of the annual report)."
2025-02-26 19:37:14,SHREECEM,4,53,0,"The gender ratio of whole company's workforce for Shree Cement Limited is assessed as not meeting the criteria. The female-to-total workforce ratio is less than 0.1, specifically 0.008 (62/7498). According to 'Shree Cement Limited Annual Report' as of March 31st, 2024, page 68, this information can be found: 'Total employees: 7,498; Total female employees: 62.' Therefore, based on the scoring criteria, a score of 0 is awarded. No reference or source information provided."
2025-02-26 19:37:25,SHREECEM,4,54,2,"Based on the information provided, Shree Cement Limited has an executive chairman and four out of seven board members are Independent Directors, which represents 57.1% of the board. Although there is no specific policy dedicated to annual affirmation of board independence, the Remuneration Policy mentions the annual evaluation of the board's performance, including that of its committees. Additionally, the company has a strong commitment to board independence as evident from their Corporate Governance policy and Board of Directors' Responsibilities statement. The absence of a formal, annual affirmation policy does not suggest oversight, rather it highlights the existing mechanisms used to ensure independence. Shree Cement's policies align with widely accepted corporate governance best practices regarding board independence."
2025-02-26 19:37:33,SHREECEM,4,55,1,"Criteria 2 (Audit committee and NRC committee members should be independent) is violated. The NRC includes both executive and non-executive directors (page 111). Criteria 1 (Audit committee should have more than or equal to 3 members) is satisfied, as the Audit Committee has three members. However, Criteria 3 (members on either Audit committee or NRC committee should not be on board for more than 10 years) is violated. Mr. Shreekant Somany, a member of both committees, has served on the board for more than 10 years (his appointment date is 20/10/2000)."
2025-02-26 19:37:40,SHREECEM,4,63,1,"The total compensation of CEO is ₹1,967.29 Lac (₹196.73 million), which is less than 0.05 of net profits (₹2,468.44 Crore or ₹2,4684.4 million). The ratio R2 = 0.0797 or approximately 8%. This indicates that the CEO's compensation is reasonable compared to the company's net profit. Although the breakdown of short-term and long-term incentives is not explicitly provided, this information does not suggest an overly generous compensation package for the CEO."
2025-03-01 11:39:09,SHREECEM,1,4,0,"The report does not mention any board members belonging to lender groups. Hari Mohan Bangur, Prashant Bangur are marked as permanent board members but there is no indication that they are representatives of lenders. The other directors' reappointment dates or initial appointment dates fall within the last 5 years, making them non-permanent board members. No information available about their affiliations with lender groups."
2025-03-01 11:39:17,SHREECEM,1,7,2,"Based on the provided information, it can be calculated that there is a gap of 128 days between the last financial year end (31st March 2024) and the last scheduled AGM (6th August 2024). This is less than 120 days, which falls under the criteria for scoring 2. The calculation was done by counting the number of days between March 31st and August 6th, 2024, which included 0 days in March, 30 days each in April, May, June, and July, and 6 days in August. This detailed calculation and reference to page numbers (Page 1 and Page 4) demonstrate a clear understanding of the time gap between FYE and AGM."
2025-03-01 11:39:32,SHREECEM,1,10,2,"Shree Cement Limited has a policy addressing conflict of interest, specifically within its 'Ethics, Transparency and Accountability Policy and Code of Conduct'. The policy explicitly addresses potential conflicts arising from business dealings with stakeholders, political and charitable contributions. Although the policy does not explicitly address board cross-linkages or relationships with suppliers and vendors, it provides guidance on disclosing any perceived conflict and refraining from decision-making processes where such conflict exists. Additionally, based on the provided corporate governance report (page 3), as of December 31st, 2024, the Audit Committee does *not* include any executive directors or non-independent directors. The members listed are all Non-Executive Independent Directors. Furthermore, based on the Shree Cement Limited Annual Report (31st March 2024), there is no mention of linkages between key management personnel or board members and competitors. No information suggests that the company has incidents of stakeholder conflict of interest."
2025-03-01 11:39:38,SHREECEM,1,12,2,"The ratio of royalty payments to related parties to the profit of the company is calculated as 0 (royalty transactions = **0**) divided by ₹400,07 crores (company's profit). Since this ratio is less than 0.1, according to the scoring criteria, we assign a score of 2."
2025-03-01 11:39:46,SHREECEM,1,16,2,"The content suggests that there may be some opacity regarding the ultimate beneficiaries of shares held by certain individuals, as beneficial interest in shares is held by trusts/institutions (Shree Cement Limited Annual Report, page 170). However, it does not provide information about the internal distribution of shares within the promoter group to determine whether there is a pyramidal structure that disproportionately increases their voting power. The report also provides information about cross-entity holdings, listing subsidiaries and their percentage shareholdings in a relatively straightforward ownership structure (Shree Cement Limited Annual Report, page 177). There is no indication of complicated or circular ownership patterns. Overall, the content does not suggest that structures or mechanisms could violate minority stakeholders' rights."
2025-03-01 11:40:01,SHREECEM,2,18,2,"The policies are publicly disclosed and the company has provided information on the number of employee accidents. The Occupational Health and Safety Policy outlines the company's commitment to providing a safe and healthy workplace for all its employees and workers across its operations. It details objectives encompassing compliance with legal requirements, continual improvement, risk management, and employee engagement. The policy also specifies that contractors and sub-contractors are responsible for ensuring necessary safety measures and safe working conditions for their own employees and workers. Additionally, the company provides health and safety training and training on the principles of non-discrimination and anti-harassment. Furthermore, the Corporate Environmental Policy and Sustainable Procurement Policy include provisions that extend to the company's suppliers and vendors in relation to health, safety and welfare. Although the report does not provide a clear distinction between 'accidents' and 'work-related injuries', it provides information on the number of employee accidents and labor fatalities."
2025-03-01 11:40:10,SHREECEM,2,19,2,"The policy regarding sexual harassment at Shree Cement Limited has been publicly disclosed through the company's website and annual reports. The 'Prohibition of Sexual Harassment Policy' outlines measures to prevent sexual harassment, including establishing an Internal Committee for handling complaints, a process for making complaints, confidential investigation procedures, disciplinary actions for those found guilty, processes for addressing malicious accusations, provision for leave for victims, and annual reporting of sexual harassment cases. Additionally, the company has established Internal Complaints Committees (ICCs) at all operational locations to handle such complaints. The report states that no complaints or cases of sexual harassment were received during the current or previous reporting year (Integrated Annual Report 2023-24, page 138)."
2025-03-01 11:40:20,SHREECEM,2,20,2,"Shree Cement has policies in place for both supplier/vendor selection and management. The 'Sustainable Procurement Policy' outlines the company's commitment to sustainable procurement practices, including criteria and processes for selecting suppliers. The policy is supported by the 'Supplier Code of Conduct', which sets expectations for suppliers regarding labor and human rights, health and safety, ethics and integrity, environmental impact, and product quality. The company also provides a mechanism for addressing non-compliance through its grievance mechanism. According to the document, this information was extracted from the company's website."
2025-03-01 11:40:29,SHREECEM,2,21,2,"Based on the provided Shree Cement Limited Annual Report as of 31st March 2024, there is no indication whether the company has delayed the payment to any lenders. Additionally, the auditor's report and notes to financial statements do not mention any delayed payments to suppliers or vendors. The credit rating report also does not explicitly state that the company has made any delayed repayments to its lenders, creditors, or suppliers. However, it is noted that the auditor's report mentions undisputed statutory dues that had not been deposited as of March 31st, 2023 due to disputes, but this does not necessarily indicate delayed payments."
2025-03-01 11:40:49,SHREECEM,2,22,0,"I could not make judgement, however content is : Yes, Shree Cement demonstrates a strong commitment to ethical practices and is clearly anti-corruption and anti-bribery, as evidenced by several policies on its website:

* **Anti-Bribery and Anti-Corruption Policy:** This policy explicitly states Shree Cement's ""commitment to zero tolerance towards any form of bribery or corruption.""  It outlines the company's approach to zero tolerance, emphasizing compliance with all applicable anti-bribery and anti-corruption laws and detailing appropriate actions against anyone found guilty of violating the policy.

* **Code of Conduct (Shree's way of doing Business):** This document reinforces the company's commitment to ethical practices, establishing a ""common minimum set of standards of behaviour"" for all employees.  It specifically addresses conflict of interest, personal conduct, and conduct with external stakeholders, including government officials, to prevent bribery and corruption.

In summary, the company's publicly available policies (""Anti-Bribery and Anti-Corruption Policy,"" and ""Code of Conduct (Shree's way of doing business)"") clearly indicate a commitment to strong ethical practices and a zero-tolerance stance on bribery and corruption.

Yes, several policies from Shree Cement Limited's website address ethics, core values, and expected ethical standards for employees and directors.  Specifically:

* **Ethics, Transparency and Accountability Policy and Code of Conduct:** This policy explicitly lays out the company's core principles and philosophy, which centers on trust built through ethical practices, transparency, and accountability to stakeholders.  It details ethical standards expected in all aspects of business conduct, both internally and externally.  It also includes a code of conduct with specific guidelines on behavior.

* **Anti-Bribery and Anti-Corruption Policy:** This policy directly addresses ethical standards by stating the company's zero-tolerance policy towards bribery and corruption. It outlines specific requirements and expected conduct regarding bribery, facilitation payments, kickbacks, and political and charitable contributions.

* **Code of Conduct (Shree's way of doing business):** This policy provides a detailed framework for ethical conduct in various situations, categorizing conduct into areas like conflicts of interest, personal conduct, workplace conduct, and interactions with external stakeholders.  It emphasizes ethical and courteous behavior in all dealings.

These three policies, taken together, paint a comprehensive picture of Shree Cement's commitment to ethical conduct and the expected behavior of all those associated with the company, including directors and employees.  They form the core of the company's ethical framework, as explicitly stated in the ""Ethics, Transparency and Accountability Policy and Code of Conduct"".

Yes, the Shree Cement Limited **Ethics, Transparency and Accountability Policy and Code of Conduct** addresses conflict of interest.  The policy, sourced from the company website, states the following under section 3.6, ""Conflict of Interest"":

>The employees of the Company shall avoid any activity or association that creates or appears to create a conflict between the personal interest and the Company's business interests. In general,
>• the employee shall ensure that if there is a perceived conflict of interest in a transaction, e.g. the vendor is “personally known” to individual, he/ she shall inform his/her interest to the team/ individual concerned and his/her manager and refrain from being part of the decision making process.
>• No employee shall indulge in any action that may be construed as conflict of interest. e.g. Insider trading, Personal investment in Business Partners/ Competition, etc. Each employee shall ensure that all policies of the Company dealing with conflict of interest are adhered to. e.g. employment of near relations, business dealing with friends and relatives, re-employment of ex- employees, etc.


The policy further elaborates on this by specifying examples of actions that constitute conflicts of interest and emphasizing the need for transparency and disclosure when such situations arise.

Yes, several policies from Shree Cement Limited's website address dealings with third parties:

**1. Anti-Bribery and Anti-Corruption Policy:** This policy explicitly states that it applies to ""all the directors and employees of SCL and/or its subsidiaries including those third parties who are working on behalf of SCL/ its subsidiaries"".  It further outlines specific requirements for interactions with third parties, including government representatives, emphasizing ethical and courteous conduct and prohibiting the use of third parties for acts of corruption or bribery.

**2. Code of Conduct (Shree's way of doing business):**  This policy includes a section on ""Third Parties"" specifying that the Code of Conduct applies to contractors, consultants, sub-contractors, agents, dealers, and other entities working for the company. It prohibits these third parties from offering or accepting bribes, kickbacks, and facilitation payments.  The company also commits to including anti-bribery and anti-corruption clauses in contracts with third parties.

**3. Stakeholder Engagement Policy:** While not directly about *dealing* with third parties, this policy recognizes that third parties (suppliers, vendors, etc.) are stakeholders and must be engaged with.  The policy outlines processes for identifying and prioritizing stakeholders, including those in the supply chain, emphasizing open and transparent communication.

In summary, Shree Cement Limited demonstrates a clear awareness of the need to manage its relationships with third parties ethically and transparently across multiple policies.

Yes, several policies from Shree Cement Limited's website mention compliance with laws and regulations.  Here are a few examples:

* **Anti-Bribery and Anti-Corruption Policy:** This policy explicitly states that ""As an organization, SCL shall ensure that it complies with all the applicable anti-bribery and anti-corruption laws.""

* **Corporate Environmental Policy:** This policy emphasizes compliance with  ""all the applicable environmental laws, regulations and legislations.""

* **Board Diversity Policy:** This policy mentions compliance with the ""provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015.""

* **Code of Conduct (Shree's way of doing business):** This code requires employees to comply with ""all applicable laws of the territory in which SCL has its operations including the internal policies and procedures notified by SCL.""

* **Policy on Related Party Transactions:** This policy explicitly states that it ensures compliance with  ""the applicable laws"" and the ""Companies Act, 2013 and Rules made thereunder"".

* **Tax Policy of Shree Cement Limited:** This policy is explicitly about ensuring ""compliance with the applicable tax laws and regulations"".

* **Sustainable Procurement Policy:** This policy highlights the need to ""Comply with all the applicable laws, and regulatory requirements.""

* **Occupational Health and Safety Policy:**  This policy states that the company will ""Comply with all applicable legal, and other regulatory requirements.""

* **Human Rights Policy:** This policy states that SCL conducts its operations consistent with ""the applicable local and international frameworks, laws and guidelines governing the human rights"".


Therefore, compliance with relevant laws and regulations is a recurring theme across multiple policies of Shree Cement Limited, as shown on their website.

Yes, the **Information Security Policy** from Shree Cement's website addresses the protection of assets and information management.  Specifically, it states:

""The purpose of this Policy is to maintain security and confidentiality of information assets owned by Shree Cement.""

The policy then outlines several principles to achieve this, including:

* Protecting confidential information from unauthorized access, use, disclosure, modification, and disposal.
* Implementing strong information management systems.
* Implementing an effective information security risk management framework.
* Protecting end points through data leakage prevention.
* Building and maintaining a secure network.


Therefore, the Information Security Policy explicitly covers the protection of information assets and incorporates information management practices as a core component.

Yes, several policies from Shree Cement Limited's website mention disciplinary action for non-compliance with their ethics codes.  Here are some examples:

* **Code of Conduct (Shree's way of doing Business):** This policy states that failure to comply with the code will result in disciplinary action.  The policy also explicitly mentions that non-awareness of the policy is not an excuse.

* **Ethics, Transparency and Accountability Policy and Code of Conduct:**  This policy states that violation of the principles and directives outlined within may result in ""serious consequences,"" including disciplinary action and even termination of employment.

* **Information Security Policy:** This policy explicitly states that failure to comply with its information security procedures will result in disciplinary action.

Therefore, multiple policies from Shree Cement Limited's website clearly indicate that disciplinary action is a possible consequence of not adhering to their respective codes of conduct and ethical guidelines.

Yes, the **Anti-Bribery and Anti-Corruption Policy** (extracted from the Shree Cement Limited website) clearly states that the company is committed to zero tolerance towards any form of bribery or corruption.


The policy outlines the company's approach to zero tolerance towards bribery and corruption and its position on the same.  It explicitly states that Shree Cement Limited will ensure compliance with all applicable anti-bribery and anti-corruption laws and will take appropriate action against anyone found guilty of violating the policy.


While the document does not explicitly detail *specific* measures, it *implies* several anti-bribery and anti-corruption measures through its policy requirements, which include:

* **Prohibition of bribery, facilitation payments, and kickbacks:**  The policy explicitly forbids offering, promising, or accepting bribes, facilitation payments, or kickbacks of any kind. It also prohibits hiring third parties to engage in corrupt activities on their behalf.

* **Ethical dealings with third parties:** The policy mandates ethical and courteous interactions with third parties, including government representatives.

* **Restrictions on political and charitable contributions:** The policy regulates political contributions, allowing them only in compliance with applicable laws and with board approval, and requires disclosure of all charitable and political donations.

* **Record-keeping:**  The policy emphasizes maintaining accurate and transparent books and records to prevent the possibility of bribery.

* **Disciplinary actions:** The policy clearly states that appropriate actions will be taken against any persons covered by the policy who are found guilty of violating its provisions.


Therefore, while the policy doesn't list a detailed step-by-step action plan, the overall framework indicates a comprehensive approach to preventing and addressing bribery and corruption.

Based on the provided Shree Cement Limited policies extracted from their website, there is no mention of the company being a signatory to any well-known global anti-corruption framework or code of ethical conduct.  The ""Anti-Bribery and Anti-Corruption Policy"" outlines the company's internal commitment and procedures to combat bribery and corruption, but doesn't state adherence to any external frameworks.
"
2025-03-01 11:40:58,SHREECEM,2,23,2,"The total CSR expenditure for the financial year ending March 31st, 2024 was ₹51.34 crore, which represents **2.08%** of the company's profit after tax. This exceeds the threshold of 0.02 times the profit, indicating that Shree Cement spent more than 0.02 times their profit on CSR activities in this period (Source: Shree Cement Limited Integrated Annual Report 2023-24, page 143 & 122)."
2025-03-01 11:41:08,SHREECEM,3,28,2,"The auditor's report does not indicate any qualified opinion or emphasis of matter. It states that there are no qualifications or adverse remarks in the CARO reports for the Company and its subsidiaries included in the consolidated financial statements (Page 137). Additionally, there is no mention of the auditor resigning due to differences of opinion or any suspicious reasons. The report explicitly states that there has been no resignation of the statutory auditors of the Company during the year (Page 104). Therefore, based on the information available in the annual report, there are no concerns raised by the auditors regarding qualifications, emphasis of matter, or auditor resignation."
2025-03-01 11:41:21,SHREECEM,3,32,2,"The Shree Cement Limited has a dedicated policy for Related Party Transactions, which defines 'ordinary course of business' and covers the materiality of transactions. The policy also mentions the involvement of external auditors, although it does not mandate their review of material related party transactions. The definition of ordinary course of business is implicit in the policy's requirement that all related party transactions (except those with wholly owned subsidiaries) require prior approval from the Audit Committee. The materiality of transactions is defined by setting thresholds based on financial value relative to the company's turnover. The involvement of external auditors is mentioned, but only in the context of preparing the financial statements used for threshold determination, not in reviewing the transactions themselves."
2025-03-01 11:41:27,SHREECEM,3,36,1,"Although the annual report provides information on the shareholding pattern, it does not explicitly list the names of the top 10 shareholders. Instead, it gives a breakdown by shareholder category and mentions that the register of members maintained by the company's Registrar and Share Transfer Agent (RTA) contains this information. The report indicates that this information is available from the RTA, which means the company transparently discloses the shareholding pattern to some extent."
2025-03-01 11:41:34,SHREECEM,3,37,1,"The shareholding information is available for some board members (Hari Mohan Bangur and Prashant Bangur), but not for others (Shreekant Somany, Sanjiv Krishnaji Shelgikar, Uma Ghurka, Zubair Ahmed, and Sushil Kumar Roongta). Additionally, no shareholding information is provided for key management personnel. As per the scoring criteria, since shareholding information is available for either board members (Hari Mohan Bangur and Prashant Bangur) or key management personnel (none), we score 1."
2025-03-01 11:41:46,SHREECEM,3,38,1,"Although Shree Cement Limited has a dividend distribution policy, it does not specify a dividend payout ratio or provide numerical guidance. However, the company expresses confidence in its dividend payout history and intention to continue paying dividends. The actual dividend amount depends on various factors such as prevailing macroeconomic conditions, industry scenarios, and capital expenditure programs. While there have been deviations from the policy, the company's commitment to maintaining a consistent dividend payout track record since 2000-01 is notable."
2025-03-01 11:41:57,SHREECEM,3,44,2,"The information provided includes qualifications, field of expertise, and years of experience for both board members and key management personnel. For example, Mr. H.M. Bangur's (Chairman) qualification is a Chemical Engineer from IIT Bombay, with 31 years and 8 months of experience in the cement industry and related fields (Page 119). Similarly, Ms. Uma Ghurka (Independent Director)'s qualifications include B. Tech in Electrical Engineering from IIT Madras, with over 40 years of experience in building and leading businesses (Page 120). For key management personnel, while specific numbers for years of experience are not provided for all, the Managing Director's overall experience is stated to be over three decades in the steel and cement sectors. The rest of the key management personnel have designations that imply a certain level of experience."
2025-03-01 11:42:04,SHREECEM,3,45,2,"Based on the Shree Cement Limited Annual Report for the fiscal year ending 31st March 2024, there is no mention of any directors, board members, or key management personnel being fined by regulatory bodies or stock exchanges. There is mention of a Competition Commission of India (CCI) penalty, but this was imposed on the company itself, not on any specific individual. Details of this penalty are given in Note 36 on page 243 of the annual report."
2025-03-01 11:42:11,SHREECEM,4,48,2,"The average attendance ratio of the four board members who have served for the last three years is 66.75%. This meets the scoring criteria of more than 0.90, which falls under Score 2."
2025-03-01 11:42:15,SHREECEM,4,49,2,"The Board of Directors met six times in the financial year, which exceeds the minimum requirement of four meetings. As per Shree Cement Limited Annual Report (as of 31st March 2024), page 110, this meets the criteria for a score of 2."
2025-03-01 11:42:28,SHREECEM,4,51,2,"The Shree Cement Board collectively possesses significant expertise in at least three areas: Industry relevant experience (Mr. H.M. Bangur, Mr. Neeraj Akhoury, Mr. Shreekant Somany), General Management (Mr. Prashant Bangur, Mr. Neeraj Akhoury, Ms Uma Ghurka, Mr. Zubair Ahmed, Mr. Sushil Kumar Roongta), and Financial (Mr. Prashant Bangur, Mr. Sanjiv Krishnaji Shelgikar). Additionally, at least one member has prior working experience in the major industry in which Shree Cement operates (the building materials industry), specifically Mr. Shreekant Somany with executive-level experience in ceramics and Mr. Sushil Kumar Roongta with executive-level experience in steel sector."
2025-03-01 11:42:34,SHREECEM,4,52,0,"Although there is one independent board member who is female, Ms. Uma Ghurka, the gender ratio of independent directors is only 1:5 (one female to five male), which is less than 0.3 and more than 0. So, I am awarding a score of 0 because the independent board members' gender ratio does not meet the criteria for a score of 1 or 2. As per page 111 of the annual report, this analysis is based on the Shree Cement Board of Directors' gender composition as of March 31st, 2024."
2025-03-01 11:42:40,SHREECEM,4,53,0,"The gender ratio assessment reveals that the percentage of women in the workforce is approximately 0.8%, which is less than the threshold of 0.1%. According to the Shree Cement Limited Annual Report as of 31st March 2024, on page 68, the total female employees are 62 out of a total of 7,498 employees. This indicates that there are very few women in the workforce, and therefore, the score is 0. (Reference: Shree Cement Limited Annual Report as of 31st March 2024, Page 68)"
2025-03-01 11:42:51,SHREECEM,4,54,1,"Based on the provided Shree Cement Limited documents, there is no specific policy dedicated to the annual affirmation of board independence. However, the Remuneration Policy of Shree Cement Limited mentions the annual evaluation of the board's performance, including that of its committees. This does not explicitly state an annual affirmation of independence, but the evaluation process might indirectly incorporate aspects of independence review. The company has an executive chairman, Mr. H.M. Bangur, and four out of seven members are Independent Directors, which represents 57.1% of the board. Although there isn't a direct answer from the provided documents, the annual performance evaluation may indirectly touch upon board independence."
2025-03-01 11:42:58,SHREECEM,4,55,1,"The committee scored 1 as it violates one criterion: Criterion 3, which states that members on either Audit committee or NRC committee should not be on board for more than 10 years. Specifically, Mr. Shreekant Somany has served on the board for more than 10 years (his appointment date is 20/10/2000). The other two criteria are met: Criterion 1 is satisfied as the Audit Committee has three members, and Criterion 2 is also satisfied as the Audit Committee members are independent directors. However, Criterion 3 is not met due to Mr. Shreekant Somany's long tenure on the board."
2025-03-01 11:43:06,SHREECEM,4,63,2,"The CEO compensation (₹1,967.29 Lac or ₹196.73 million) is less than 0.05 times the net profit (₹2,468.44 Crore or ₹2,4684.4 million). Specifically, the ratio of CEO compensation to net profit (R2) is approximately 8% (0.0797), which is below the threshold of 5%. This suggests that the CEO compensation is reasonable compared to the company's net profit. The information for this calculation can be found on pages 23 and 122 of the Shree Cement Limited Annual Report for the fiscal year ended March 31st, 2024."
