run_time_stamp,company,category,que_no,score,justification
3/1/25 9:24,PAYTM,3,44,0,No justification provided.
3/1/25 9:24,PAYTM,3,45,2,"Based on my review of the Paytm Annual Report for the year ended March 31, 2024, there is no mention of any directors, board members, or key management personnel being fined by regulatory bodies or stock exchanges. I have thoroughly examined the relevant sections of the report, including the ""Board's Report"" (pages 22-69), ""Corporate Governance Report"" (pages 60-136), and the ""Business Responsibility & Sustainability Reporting"" section (pages 103-169), and found no such information."
3/1/25 9:24,PAYTM,4,48,2,"Based on the provided information, we can calculate the overall attendance ratio for all board members. As of March 31, 2024, the average attendance ratio for the board members who have been on the board for at least three years is approximately 91.2%. This indicates that most board members have an excellent attendance record. The only exceptions are Mrs. Pallavi Shardul Shroff and Mr. Ashit Ranjit Lilani, both of whom had an attendance rate of around 88.89%. Considering this information, the overall attendance ratio for all board members is more than 0.90, which corresponds to a score of 2."
3/1/25 9:24,PAYTM,4,49,2,"The Board of One97 Communications Limited met nine times during the financial year 2023-24 (April 1, 2023 to March 31, 2024), exceeding the minimum threshold of four meetings. The text explicitly states that 'the board met nine times during the financial year 2023-24', which is mentioned on page 62 of the Annual Report (as of March 31, 2024). Additionally, it is noted that some business was transacted through circulation to meet urgent requirements. This information confirms that the board met more than four times, warranting a score of 2."
3/1/25 9:32,PAYTM,4,51,0,"Although some individual board members have relevant experience, collectively the board does not possess strong expertise (more than 10 years) in any specific area due to lack of quantifiable information about their expertise. Additionally, while some board members have prior experience in the financial technology industry, it is unclear whether they have experience specifically in the sector Paytm operates in."
3/1/25 9:32,PAYTM,4,52,1,"The gender ratio of independent directors on the Paytm board as of March 31, 2024, is 25% (1/4), which is less than 0.3 but more than 0. According to the source, 'Paytm Annual Report 2024', page 5, there is one woman and three men among the independent directors."
3/1/25 9:33,PAYTM,4,53,1,"The Paytm Annual Report (2024) reports that out of a total workforce of 28,107 employees, 1,603 are female, which translates to a percentage of 5.70%. Although the percentage is below 0.3, it falls within the range of 0.1 to 0.3, as mentioned in the scoring criteria. (Source: Paytm Annual Report (2024), page 105)"
3/1/25 9:33,PAYTM,4,54,1,"Although Paytm's chairman, Mr. Vijay Shekhar Sharma, is also the executive/promoter, the company has an independence of board members score of 0.5714 or more (57.14%). This meets the criteria for a Score 1. Additionally, although there are vintage members on the board who do not explicitly affirm their independence annually, they have affirmed compliance with the Code of Conduct for Independent Directors as required by the company's policy."
3/1/25 9:33,PAYTM,4,55,2,"The Audit Committee and NRC committee members are independent (Criteria 1 & 2). Additionally, no member on either committee has been on the board for more than 10 years (Criteria 3), as Mr. Ravi Chandra Adusumalli is the only one with a tenure exceeding 10 years, but he is not a member of either committee. Therefore, no criteria is violated."
3/1/25 9:33,PAYTM,4,63,1,"The CEO's total compensation (INR 44.51 crore) is more than 0.05 of net profits (-INR 14,224 crore), which is INR 704.2 crore (0.05 x -INR 14,224 crore). According to the calculation R2 = CEO compensation / Net Profit (loss) = 44.51 crore / -14,224 crore = -0.00313, the ratio is negative because of the net loss. This means that the CEO's compensation is not more than 5% of the total net losses incurred. Source: Paytm Annual Report 2024, Page 22, 104"
3/1/25 9:39,PAYTM,1,4,2,"Based on the provided One 97 Communications Ltd Corporate Governance report (Page 2), all directors are marked as non-permanent board members, except for Vijay Shekhar Sharma who was initially appointed more than 5 years prior to March 31st, 2024. There is no mention of any board member belonging to a lender group in the Paytm Annual Report (FY24) or the provided One 97 Communications Ltd Corporate Governance report."
3/1/25 9:39,PAYTM,1,7,1,"The gap between March 31, 2024 (FYE) and September 12, 2024 (AGM) is 164 days, which falls within the range of 120-180 days. As per the scoring criteria, this suggests a score of 1. The justification for this score is that the gap between the FYE and AGM is not excessive or unusually long, indicating that the company is taking reasonable time to hold its annual general meeting."
3/1/25 9:40,PAYTM,1,10,2,"The policy explicitly addresses several scenarios of potential conflict, including supplier and customer relationships, and mandates disclosures of any potential or existing conflicts of interest to a manager and HRBP. The scope of this section extends to all employees, trainees, consultants, and associates, including (implicitly) members of the board. Additionally, the company has disclosed related party transactions, including those with entities where board members have other directorships. Although there is no direct mention of linkages between key management personnel or board members and key suppliers or vendors, the absence of a statement on this matter does not definitively rule out the possibility of indirect linkages that are not detailed in the annual report. The company also has disclosed past affiliations with competitors but emphasizes the independence of the board members and the lack of any current conflict of interest arising from these past affiliations."
3/1/25 9:40,PAYTM,1,12,2,"Since there are no royalty transactions mentioned in the provided JSON data, the ratio of royalty payments to related parties to the profit of the company cannot be calculated. However, we can consider the total amount of royalty transactions (₹0) and compare it to the company's loss (₹14,224 crore). As stated on page 301, the consolidated financial statement shows a loss of ₹14,224 crore. The royalty revenue contributes nothing to offsetting this loss, making the ratio trivial. Therefore, based on the criteria, we score 2 as the ratio of royalty payments to related parties to the profit of the company is less than 0.1."
3/1/25 9:40,PAYTM,1,16,2,"The content does not suggest that the structure or mechanisms could violate minority stakeholders' rights. The Paytm Annual Report 2024 (page 96) states that there are no identifiable promoters, and disclosures related to promoter shareholding are not applicable. Additionally, the report provides detailed information on the holding structure, ownership percentages, and relationships between entities, although it may require a deeper analysis to fully understand the complexity of the structure. Overall, there is no evidence to suggest that the structure or mechanisms could disproportionately affect minority stakeholders' rights."
2025-03-07 20:01:58,PAYTM,1,4,2,"All directors are marked as non-permanent board members based on their appointment dates. Vijay Shekhar Sharma and Ravi Chandra Adusumalli are considered permanent due to their older appointment dates, but none of them are mentioned as representatives of lenders. The other three directors (Madhur Deora, Pallavi Shardul Shroff, Ashit Ranjit Lilani, Srinivasaraghavan Sundararajan, and Rajeev Krishnamuralilal Agarwal) have appointments within the last five years, indicating they are non-permanent board members. No information is available to suggest any directors are representatives of lenders."
2025-03-07 20:02:04,PAYTM,1,7,1,"The gap between FYE (March 31, 2024) and AGM (September 12, 2024) is calculated to be 164 days. This falls within the range of 4-6 months, which is considered a score of 1. The calculation of the gap is straightforward, with no ambiguity or uncertainty involved. The dates provided clearly indicate that the FYE occurred before the AGM, and the duration between them is well within the scoring criteria."
2025-03-07 20:02:17,PAYTM,1,10,2,"The policy explicitly addresses several scenarios of potential conflict, including outside employment, financial investments, relationships with family, friends, and romantic partners, supplier and customer relationships, and gifts and entertainment. It also mandates disclosures of any potential or existing conflicts of interest to a manager and HRBP. The broad scope of this section suggests that it would encompass such cross linkages. Although there is no explicit statement on board cross-linkages, the principles of the policy would likely apply to potential conflicts of interest arising from board cross-linkages. Additionally, there are disclosures about related party transactions, including those with entities where board members have other directorships. The report emphasizes compliance with regulations requiring transparency regarding such relationships and states that there is no ongoing conflict of interest."
2025-03-07 20:02:25,PAYTM,1,12,2,"According to the provided text, the consolidated financial statement shows a loss of ₹14,224 crore (page 301). Since there are no royalty transactions reported, we can compare the ratio of royalty payments to the related parties to the profit of the company. In this case, since the total royalty amount is 0 and the company has a loss, the ratio would be less than 0.1. Therefore, according to the scoring criteria, the score is 2."
2025-03-07 20:02:35,PAYTM,1,16,2,"Based on the Paytm Annual Report 2024, there is no evidence that the structure or mechanisms could violate minority stakeholders' rights. The report does not explicitly mention pyramidal holding structures that would disproportionately give more voting power to promoters. Although the company's holding structure appears complex, it provides detailed information on ownership interest held by various entities, including subsidiaries, associates, and joint ventures. The report also clarifies certain complex holdings in subsequent pages. While a thorough analysis is required to determine the ultimate beneficiary, this does not indicate any mechanisms that could violate minority stakeholders' rights."
2025-03-07 20:02:45,PAYTM,2,18,2,"The company has publicly disclosed its health and safety policies, including the Policy on Prevention of Sexual Harassment of Women at Workplace (POSH) and Equal Employment Opportunity Policy for Persons with Disabilities. These policies directly address employee health, safety, and welfare. Additionally, the Employee Learning & Development Policy (Version 1.0) focuses on proactive risk mitigation through training and awareness programs, which indirectly promotes workplace safety and the prevention of injuries, accidents, and illnesses. Although the company does not have a single policy explicitly stating that training is mandatory, the presence of other policies related to health and safety is possible but not explicitly mentioned or detailed in the provided text."
2025-03-07 20:02:55,PAYTM,2,19,1,"Yes, One97 Communications Limited has publicly disclosed its policy on prevention of sexual harassment of women at workplace. The company's policy, titled 'Policy on Prevention of Sexual Harassment of Women at Workplace (POSH)', explicitly states that it has a zero-tolerance policy towards sexual harassment and details a formal redressal mechanism in accordance with the Sexual Harassment of Women at Workplace (Prevention, Prohibition and Redressal) Act, 2013, and related rules. The policy outlines procedures for preventing such incidents, receiving complaints, conducting inquiries, and providing remedies. Although it does not mention any specific incidents of sexual harassment, the company has publicly disclosed its prevention of sexual harassment policy. Additionally, the Annual Report 2024 (page 127) also mentions the company's POSH Policy and the constituted Internal Complaints Committee (“ICC”) to address complaints, which shows that the company is transparent about its policies and procedures for preventing sexual harassment."
2025-03-07 20:03:04,PAYTM,2,20,1,"Paytm has explicit policies concerning Information Security, which includes some aspects of supplier selection and management, primarily focusing on security. However, a dedicated and comprehensive policy specifically detailing the full criteria for supplier/vendor selection and a full management framework is not present in these extracts. The existence of a separate 'Supplier Relationship Management Policy' is mentioned, but its content is unavailable in these document extracts. Therefore, while there is evidence of security-focused processes, a complete picture of Paytm's supplier selection and management policies is not available from the provided documents alone."
2025-03-07 20:03:17,PAYTM,2,21,0,"According to the provided Paytm Annual Report (as of March 31, 2024), there is evidence of delayed repayments to some lenders, creditors, and suppliers. Although the report notes that the company had taken reasonable steps to recover the amounts, it explicitly states that undisputed statutory dues were due but not deposited on time due to ongoing disputes (Annexure 1 to the Independent Auditor's Report, page 182). Additionally, the report provides evidence of overdue loans to certain parties for more than ninety days as of March 31, 2022 (page 105 of the Standalone Financial Statements). This suggests that the company has delayed payments to lenders. Furthermore, the audit report notes that some undisputed statutory dues had been generally deposited with the appropriate authorities though there were some slight delays in a few cases (page 87, note 3(ii)(a) of the Standable Financial Statements)."
2025-03-07 20:03:26,PAYTM,2,22,2,"Paytm's policies, as found on their website, demonstrate a comprehensive commitment to ethical conduct, anti-corruption, and anti-bribery measures, with clear consequences for non-compliance. The **Anti-Bribery and Corruption Policy** clearly states that One97 Communications Limited has zero tolerance for bribery and corruption in any form, detailing measures such as prohibition on bribery and facilitation payments, internal controls to prevent and detect violations, compliance with anti-bribery and anti-money laundering laws, and reporting mechanisms for concerns. While there is no mention of the company being a signatory to any well-known global anti-corruption framework or code of ethical conduct, their internal policies demonstrate a strong commitment to ethical practices and are clearly anti-corruption and anti-bribery."
2025-03-07 20:03:50,PAYTM,3,28,2,"The auditor's report expresses an unmodified opinion on both standalone and consolidated financial statements, indicating no major concerns or qualified opinions. The auditors raised two key audit matters in the standalone report and one emphasis of matter in the consolidated report. There is no mention of auditor resignation due to a difference of opinion or any suspicious reason."
2025-03-07 20:04:03,PAYTM,3,32,2,"The One 97 Communications Limited **Policy on Related Party Transactions (Version 4.0)** defines 'ordinary course of business' as including but not limited to activities that are necessary, normal, and incidental to the business of the Company. The policy also clarifies materiality by defining 'Material Related Party Transaction' as a transaction exceeding INR 1,000 Crore or ten percent of the annual consolidated turnover of the Company as per the last audited financial statements of the Company, whichever is lower. Additionally, it defines 'Material Modification' as any commercial change resulting in either reduction in revenue by 10% or more of the overall amount approved or INR 100 crores, whichever is higher, or increase in cost by 10% or more of the overall amount approved or INR 100 crores, whichever is higher. However, there is no mention of a requirement for external auditors to review material related party transactions."
2025-03-07 20:04:13,PAYTM,3,36,2,"The company has transparently disclosed both the shareholding pattern and the top 10 shareholders as of March 31, 2024, extracted from the provided annual report. The shareholding pattern is presented on page 90, breaking down the shareholding into categories such as promoter and promoter group, public shareholding, and non-institutional investor. Additionally, the top 10 shareholders holding more than 1% of the shares are listed on page 88, along with their exact percentage shareholding. The report also clarifies that Mr. Vijay Shekhar Sharma is the sole Significant Beneficial Owner (SBO) of the Company as of August 14, 2023. Multiple folios associated with a single PAN have been consolidated."
2025-03-07 20:04:22,PAYTM,3,37,0,"Based on the provided corporate governance report, the shareholding information for board members and key management personnel is not explicitly listed in a tabular format providing both the number of shares and percentage of total shares. The report (page 10, 12 and 13) does provide shareholding information categorized by shareholder type (Promoter & Promoter Group, Public, etc.), but it does not break down holdings to individual board members or key management personnel. Therefore, I cannot fulfill your request to list all board members and key management personnel and their shareholding information as it is not present in the provided document."
2025-03-07 20:04:31,PAYTM,3,38,0,"The company has a dividend distribution policy, but it does not specify a fixed dividend payout ratio. The policy outlines parameters for the Board of Directors to consider when deciding on dividend distribution, but there is no guidance on a target payout ratio. Although the policy emphasizes the Board's discretion in determining dividend payout, it does not provide clear guidance on the payout ratio. Furthermore, the annual reports for FY 2023 and FY 2024 do not explicitly state the dividend payout ratio as no dividends were declared during those periods (refer to One97 Communications Limited, *Dividend Distribution Policy*, [no specific page number]; Annual Report 2024, page 24; Annual Report 2023, page 28)."
2025-03-07 20:04:37,PAYTM,3,44,0,"The report does not provide qualifications, field of expertise, and years of experience for both board members and key management personnel. Although there are some biographical details provided, they do not meet the criteria specified."
2025-03-07 20:04:44,PAYTM,3,45,2,"Based on my review of the Paytm Annual Report for the year ended March 31, 2024, there is no mention of any directors, board members, or key management personnel being fined by regulatory bodies or stock exchanges. I have thoroughly examined the relevant sections of the report, including the ""Board's Report"" (pages 22-69), ""Corporate Governance Report"" (pages 60-136), and the ""Business Responsibility & Sustainability Reporting"" section (pages 103-169), and found no such information."
2025-03-07 20:04:53,PAYTM,4,48,2,"According to the provided information, the average attendance ratio of all board members who have been on the board for at least three years (as of March 31, 2024) is approximately 91.2%. Additionally, considering those who have been on the board for at least 3 years as of March 31, 2022, the average attendance ratio is 92.5%. Since both ratios are above 0.9, which falls within the criteria of score 2, we assign a score of 2."
2025-03-07 20:04:56,PAYTM,4,49,2,"The Board of One97 Communications Limited met nine times during the financial year 2023-24, which exceeds the minimum threshold of four meetings. The fact that the board met more than four times demonstrates a commitment to regular governance and decision-making. (Source: Annual Report, page 62)"
2025-03-07 20:05:04,PAYTM,4,51,0,"Although some board members have experience in finance, legal, or general management, the report does not specify the number of years of experience for most board members in their respective areas of expertise. Additionally, there is no information available on the collective expertise of the board members exceeding 10 years in any area. Furthermore, while one board member has prior experience in the financial technology industry, it's unclear if they have direct experience in Paytm's specific industry, and other board members' prior work history is not detailed enough to determine their relevance to Paytm's sector."
2025-03-07 20:05:09,PAYTM,4,52,1,"The gender ratio of independent board members for Paytm is 0.25 or 25%, which falls within the range of less than 0.3 and more than 0, hence scoring 1. This calculation is based on information from the Paytm Annual Report 2024 (page 5)."
2025-03-07 20:05:12,PAYTM,4,53,1,"Based on the Paytm Annual Report (2024) on page 105, the female to total workforce ratio is found to be 5.70%. This falls within the range of 10% to 30% as per our scoring criteria. Reference: Paytm Annual Report (2024), page 105."
2025-03-07 20:05:25,PAYTM,4,54,1,"Based on Paytm's Annual Report (March 31, 2024), the company has an executive chairperson. Mr. Vijay Shekhar Sharma holds the position of Chairman, Managing Director, and Chief Executive Officer. The company's independent directors include Mrs. Pallavi Shardul Shroff, Mr. Ashit Ranjit Lilani, and Mr. Gopalasamudram Srinivasaraghavan Sundararajan. As of March 31, 2024, 57.14% of the board members were independent. Although there are vintage members on the board (Mr. Vijay Shekhar Sharma and Mr. Ravi Chandra Adusumalli), they have annually affirmed compliance with the Code of Conduct for Independent Directors (page 27). This annual confirmation meets the requirement for affirming independence, which is stated in **Code of Conduct for Board of Directors and the Senior Management Team**, version 4.0, page 6, section 3(iii)."
2025-03-07 20:05:34,PAYTM,4,55,2,"Audit Committee and NRC committee members are independent. The Audit Committee has three or more independent directors. Additionally, no member on either Audit Committee or NRC committee is on the board for more than 10 years (except Mr. Ravi Chandra Adusumalli who has been on the board for more than 10 years). Since none of the criteria are violated, the score is 2."
2025-03-07 20:05:41,PAYTM,4,63,1,"The CEO's total compensation for FY2023-24 was INR 44.51 crore, which is less than 0.05 of the net loss (INR 14,224 crore) incurred by the company. According to the ratio calculation R2 = -0.00313, the CEO's compensation is only 0.313% of the total net losses incurred. This indicates that the CEO compensation is reasonable and not excessive compared to the company's financial performance. (Source: Paytm Annual Report 2024, Page 104 & Page 22)"
2025-03-07 21:08:28,PAYTM,2,23,1,"Although the company reported a loss in FY24 and FY23, it voluntarily spent ₹29.31 million on CSR activities in FY24 (Paytm Annual Report FY24, page 42 and 45) and ₹26.09 million on CSR activities in FY23 (The Paytm Annual Report for the fiscal year ended March 31, 2023, pages 50-51). In FY22, the company spent ₹14 million on CSR activities despite reporting a loss. Although the percentage of profit spent on CSR is not applicable due to losses, the company has consistently spent on CSR activities. The ratio of amount spent in CSR activities to the net profit is between 0 and 0.02 (exclusive)."
2025-04-06 21:41:12,PAYTM,1,4,2,"According to the provided Paytm Annual Report (FY24), none of the directors are marked as permanent board members who represent lenders. The report does not mention any lender representatives on the board. Based on the analysis of the board member permanency, all five board members considered fall within the last five years or have older appointment dates, making them non-permanent. No information suggests that any of these non-permanent directors are representatives of lenders (Source: Paytm Annual Report FY24, page 2)."
2025-04-06 22:17:56,PAYTM,1,4,0,"Based on the provided Paytm Annual Report (FY24), there is no mention of any board member belonging to a lender group as of March 31, 2024. The relevant sections regarding the Board of Directors and their affiliations are reviewed, and no such information is found. Additionally, out of the seven directors mentioned in the report, Vijay Shekhar Sharma and Ravi Chandra Adusumalli are considered permanent board members, but there is no explicit mention that they represent lenders. Therefore, according to the scoring criteria, the score is 0."
2025-04-06 22:18:01,PAYTM,1,7,1,"The gap calculation shows that the gap between FYE (March 31, 2024) and AGM (September 12, 2024) is 164 days. This falls within the range of 4 to 6 months, hence scoring 1. The justification for this score is based on the calculation provided: 'The gap between March 31 and September 12 is **164 days**.'"
2025-04-06 22:18:13,PAYTM,1,10,2,"Paytm has a policy addressing conflicts of interest, titled 'Conflicts of Interest Policy, Version 2.0,' which explicitly addresses several scenarios of potential conflict, including supplier and customer relationships. The policy also mandates disclosures of any potential or existing conflicts of interest to a manager and HRBP. Although the wording isn't explicit regarding board cross-linkages, the principles of the policy would likely apply to potential conflicts of interest arising from board cross-linkages. Additionally, the annual report discloses related party transactions, including those with entities where board members have other directorships, ensuring transparency regarding such relationships."
2025-04-06 22:18:20,PAYTM,1,12,2,"The provided JSON data does not contain any information about royalty transactions. Therefore, the total amount of royalty transactions is 0. Comparing the total royalty amount (0) to the company's loss (-₹14,224 crore) is trivial; the royalty income is significantly less than the loss. Since the ratio of the royalty payments to the related parties to the profit of the company is less than 0.1, we score this as 2 according to the scoring criteria."
2025-04-06 22:18:26,PAYTM,1,16,2,"The content does not suggest any structures or mechanisms that could unfairly treat minority stakeholders or violate their rights. The Paytm Annual Report 2024 explicitly states that there are no identifiable promoters, and the voting rights of promoters are not mentioned. Additionally, while the holding structure is complex, it is transparently outlined in the report, with shareholding percentages provided for various entities. While determining the ultimate beneficiary may require careful analysis, this does not indicate any intention to unfairly treat minority stakeholders or violate their rights."
2025-04-06 22:25:59,PAYTM,2,18,2,"The company has publicly disclosed its policies related to employee health, safety, and welfare, including the Policy on Prevention of Sexual Harassment of Women at Workplace (POSH) and Equal Employment Opportunity Policy for Persons with Disabilities. Additionally, the Employee Learning & Development Policy (Version 1.0) explicitly addresses risk mitigation and workplace safety. The company also provides training on health and safety, sexual harassment, and equal opportunities for personnel with disabilities. Furthermore, some policies cover supplier/vendor health, safety, and welfare aspects indirectly through ethical conduct expectations and compliance requirements. Lastly, the Paytm Annual Report (FY24) reports zero accidents involving employees during the year and no fatalities."
2025-04-06 22:26:08,PAYTM,2,19,1,"The company has publicly disclosed its policy on prevention of sexual harassment, titled **""Policy on Prevention of Sexual Harassment of Women at Workplace (POSH)""**. Although it does not mention specific incidents of sexual harassment, the policy outlines procedures for preventing such incidents, receiving complaints, conducting inquiries, and providing remedies. Additionally, the company has a constituted Internal Complaints Committee (“ICC”) to address complaints, and employees receive mandatory training on the POSH policy annually (Yes, One97 Communications Limited, Policies extracted from the company website). The Annual Report 2024 also mentions that the company has a zero-tolerance policy towards sexual harassment and details a formal redressal mechanism in accordance with the Sexual Harassment of Women at Workplace (Prevention, Prohibition and Redressal) Act, 2013, and related rules (Yes, the company, Annual Report 2024, page 127)."
2025-04-06 22:26:17,PAYTM,2,20,1,"Although Paytm has explicit policies concerning Information Security, which includes some aspects of supplier selection and management, primarily focusing on security, a dedicated and comprehensive policy specifically detailing the full criteria for supplier/vendor selection is not present. However, the existence of a separate 'Supplier Relationship Management Policy' is mentioned, indicating that policies are available for at least one of these areas (selection or management). The focus on security during supplier selection and management suggests that some standards are applied, but without explicit details on other criteria used beyond security."
2025-04-06 22:26:27,PAYTM,2,21,0,"According to the provided Paytm Annual Report (as of March 31, 2024), there are instances where undisputed statutory dues were due but not deposited on time due to ongoing disputes. Additionally, the report notes overdue amounts and explains the circumstances surrounding them, indicating delays in payments to lenders, creditors, and suppliers. Although the report provides context and explanations for these instances, it does not explicitly label all these as 'delayed.' However, the existence of any overdue amounts suggests there were some delays in payment to certain parties. Given this information, I score 0, as the company has delayed payments to lenders."
2025-04-06 22:26:35,PAYTM,2,22,2,"Paytm's policies, as found on their website, demonstrate a comprehensive commitment to ethical conduct, anti-corruption, and anti-bribery measures, with clear consequences for non-compliance. The **Anti-Bribery and Corruption Policy** clearly states that One97 Communications Limited has zero tolerance for bribery and corruption in any form, detailing measures related to anti-corruption and anti-bribery, including prohibition on bribery and facilitation payments, consequences of CoC violation, internal controls to prevent and detect violations, compliance with anti-bribery and anti-money laundering laws, and reporting mechanisms for concerns."
2025-04-06 22:26:41,PAYTM,2,22,2,"Paytm's policies, as found on their website, demonstrate a comprehensive commitment to ethical conduct, anti-corruption, and anti-bribery measures, with clear consequences for non-compliance. The **Anti-Bribery and Corruption Policy** clearly states that One97 Communications Limited has zero tolerance for bribery and corruption in any form, detailing measures such as prohibition on bribery and facilitation payments, consequences of CoC violation, internal controls to prevent and detect violations, compliance with anti-bribery and anti-money laundering laws, and reporting mechanisms for concerns. There is no mention of the company being a signatory to any well-known global anti-corruption framework or code of ethical conduct."
2025-04-06 22:27:00,PAYTM,2,18,2,"Paytm has publicly disclosed its health and safety policies, such as the Policy on Prevention of Sexual Harassment of Women at Workplace (POSH) and the Equal Employment Opportunity Policy for Persons with Disabilities. These policies address the safety and welfare of employees by outlining procedures for preventing and addressing sexual harassment and promoting equal opportunities for persons with disabilities. Additionally, the company's Employee Learning & Development Policy (Version 1.0) focuses on proactive risk mitigation through training and awareness programs, which indirectly contributes to a safer work environment. Although there isn't a single policy explicitly stating that training is mandatory, it can be inferred from the policies that training is provided. Furthermore, Paytm has reported no accidents involving employees during the year in their Annual Report (FY24)."
2025-04-06 22:27:08,PAYTM,2,19,1,"The company has publicly disclosed its policy on prevention of sexual harassment, titled 'Policy on Prevention of Sexual Harassment of Women at Workplace (POSH)' and has also provided information on the procedures for preventing such incidents, receiving complaints, conducting inquiries, and providing remedies. Although it does not mention specific incidents of sexual harassment, it mentions a formal redressal mechanism in accordance with the Sexual Harassment of Women at Workplace (Prevention, Prohibition and Redressal) Act, 2013, and related rules. Reference: Policies extracted from the company website."
